chip,complexity,rank,edge_density,spatial_std,entropy,edge_norm,std_norm,entropy_norm
chip_155_474_merged.tif,0.6345,297,0.1944,0.2181,15.5138,0.551,0.729,0.624
chip_218_306_merged.tif,0.6328,298,0.1661,0.1945,15.5950,0.390,0.549,0.959
chip_183_237_merged.tif,0.6324,299,0.2485,0.1935,15.4834,0.856,0.542,0.499
chip_064_120_merged.tif,0.6321,300,0.2096,0.1628,15.5934,0.637,0.307,0.953
chip_204_329_merged.tif,0.6311,301,0.1757,0.1894,15.5900,0.445,0.510,0.939
chip_207_424_merged.tif,0.6306,302,0.2249,0.2036,15.4959,0.723,0.618,0.551
chip_176_027_merged.tif,0.6304,303,0.1957,0.1764,15.5860,0.558,0.411,0.922
chip_193_314_merged.tif,0.6304,304,0.1808,0.1948,15.5725,0.474,0.551,0.866
chip_218_437_merged.tif,0.6302,305,0.2020,0.1681,15.5925,0.594,0.348,0.949
chip_230_458_merged.tif,0.6297,306,0.2232,0.1950,15.5135,0.713,0.553,0.623
chip_107_334_merged.tif,0.6295,307,0.2156,0.1884,15.5359,0.670,0.502,0.716
chip_215_309_merged.tif,0.6294,308,0.1611,0.1952,15.5981,0.362,0.554,0.972
chip_051_235_merged.tif,0.6285,309,0.2039,0.1833,15.5606,0.604,0.464,0.818
chip_218_423_merged.tif,0.6277,310,0.1642,0.2051,15.5743,0.379,0.630,0.874
chip_275_405_merged.tif,0.6276,311,0.1705,0.2153,15.5468,0.415,0.707,0.760
chip_351_539_merged.tif,0.6272,312,0.1959,0.1899,15.5584,0.559,0.514,0.809
chip_128_478_merged.tif,0.6269,313,0.1914,0.2139,15.5201,0.533,0.697,0.650
chip_237_472_merged.tif,0.6261,314,0.1778,0.1976,15.5683,0.457,0.572,0.849
chip_234_444_merged.tif,0.6259,315,0.1567,0.2198,15.5560,0.337,0.742,0.798
chip_421_329_merged.tif,0.6228,316,0.2267,0.1568,15.5741,0.733,0.262,0.873
chip_087_268_merged.tif,0.6220,317,0.2106,0.1591,15.5914,0.642,0.279,0.945
chip_237_335_merged.tif,0.6218,318,0.1857,0.1806,15.5858,0.501,0.443,0.921
chip_251_418_merged.tif,0.6208,319,0.1476,0.2284,15.5490,0.286,0.807,0.770
chip_097_356_merged.tif,0.6208,320,0.2375,0.1875,15.5012,0.794,0.496,0.573
chip_145_469_merged.tif,0.6203,321,0.2397,0.1772,15.5168,0.807,0.417,0.637
chip_325_316_merged.tif,0.6201,322,0.2175,0.1498,15.5976,0.681,0.209,0.970
chip_151_484_merged.tif,0.6200,323,0.2104,0.2116,15.4932,0.641,0.679,0.540
chip_239_283_merged.tif,0.6195,324,0.1657,0.1918,15.5908,0.388,0.529,0.942
chip_091_336_merged.tif,0.6194,325,0.1981,0.1918,15.5462,0.572,0.529,0.758
chip_097_316_merged.tif,0.6193,326,0.2126,0.1661,15.5739,0.653,0.332,0.872
chip_232_596_merged.tif,0.6189,327,0.1613,0.2106,15.5616,0.363,0.672,0.822
chip_106_288_merged.tif,0.6185,328,0.2186,0.1489,15.5968,0.687,0.201,0.967
chip_081_176_merged.tif,0.6184,329,0.2418,0.1546,15.5542,0.819,0.245,0.791
chip_104_333_merged.tif,0.6180,330,0.2006,0.1835,15.5572,0.585,0.465,0.804
chip_257_483_merged.tif,0.6176,331,0.1884,0.1882,15.5650,0.516,0.501,0.836
chip_197_366_merged.tif,0.6176,332,0.2290,0.1839,15.5171,0.746,0.468,0.638
chip_110_340_merged.tif,0.6173,333,0.2235,0.1715,15.5474,0.715,0.374,0.763
chip_373_294_merged.tif,0.6172,334,0.2022,0.1655,15.5877,0.594,0.328,0.930
chip_114_441_merged.tif,0.6166,335,0.2195,0.1952,15.5086,0.692,0.554,0.603
chip_069_353_merged.tif,0.6165,336,0.2424,0.1816,15.5022,0.822,0.451,0.576
chip_152_433_merged.tif,0.6161,337,0.2157,0.2017,15.5013,0.671,0.604,0.573
chip_269_420_merged.tif,0.6139,338,0.2014,0.2080,15.5079,0.590,0.652,0.600
chip_220_333_merged.tif,0.6138,339,0.1963,0.1691,15.5866,0.561,0.356,0.925
chip_321_314_merged.tif,0.6137,340,0.2200,0.1466,15.5956,0.695,0.184,0.962
chip_370_348_merged.tif,0.6135,341,0.1941,0.1833,15.5632,0.549,0.463,0.828
chip_144_474_merged.tif,0.6111,342,0.1717,0.2123,15.5385,0.422,0.685,0.726
chip_194_385_merged.tif,0.6106,343,0.2314,0.1804,15.5153,0.760,0.441,0.631
chip_223_311_merged.tif,0.6103,344,0.1792,0.1764,15.5940,0.465,0.411,0.955
chip_237_289_merged.tif,0.6102,345,0.1772,0.1809,15.5883,0.453,0.446,0.932
chip_082_339_merged.tif,0.6101,346,0.2086,0.1831,15.5412,0.631,0.462,0.737
chip_214_311_merged.tif,0.6096,347,0.1489,0.2001,15.5914,0.293,0.592,0.944
chip_110_429_merged.tif,0.6083,348,0.1809,0.2120,15.5245,0.474,0.682,0.669
chip_180_460_merged.tif,0.6081,349,0.2348,0.2042,15.4648,0.779,0.623,0.423
chip_211_435_merged.tif,0.6066,350,0.2200,0.1711,15.5452,0.695,0.371,0.754
chip_108_438_merged.tif,0.6066,351,0.1833,0.2048,15.5332,0.487,0.628,0.704
chip_310_469_merged.tif,0.6065,352,0.1976,0.1692,15.5793,0.569,0.356,0.895
chip_129_311_merged.tif,0.6054,353,0.1965,0.1762,15.5671,0.562,0.409,0.845
chip_037_102_merged.tif,0.6051,354,0.2011,0.1562,15.5976,0.588,0.257,0.970
chip_221_316_merged.tif,0.6039,355,0.2096,0.1455,15.6048,0.636,0.175,1.000
chip_308_293_merged.tif,0.6039,356,0.1877,0.1634,15.6017,0.513,0.312,0.987
chip_126_124_merged.tif,0.6033,357,0.1569,0.1984,15.5790,0.338,0.579,0.893
chip_233_331_merged.tif,0.6021,358,0.1906,0.1661,15.5914,0.529,0.333,0.945
chip_223_483_merged.tif,0.6019,359,0.2211,0.1817,15.5207,0.702,0.451,0.653
chip_080_231_merged.tif,0.6012,360,0.1711,0.1897,15.5739,0.419,0.513,0.872
chip_181_605_merged.tif,0.6008,361,0.1945,0.2037,15.5156,0.551,0.619,0.632
chip_283_431_merged.tif,0.6008,362,0.2089,0.1860,15.5287,0.633,0.484,0.686
chip_085_592_merged.tif,0.5992,363,0.1997,0.2072,15.5010,0.580,0.645,0.572
chip_126_357_merged.tif,0.5984,364,0.2004,0.1888,15.5333,0.584,0.506,0.705
chip_133_340_merged.tif,0.5969,365,0.2498,0.1772,15.4860,0.864,0.417,0.510
chip_067_282_merged.tif,0.5967,366,0.2240,0.1612,15.5507,0.718,0.296,0.777
chip_104_334_merged.tif,0.5949,367,0.2064,0.1813,15.5365,0.618,0.448,0.718
chip_314_342_merged.tif,0.5948,368,0.2020,0.1789,15.5468,0.593,0.430,0.761
chip_281_402_merged.tif,0.5945,369,0.2102,0.1767,15.5394,0.640,0.413,0.730
chip_318_539_merged.tif,0.5944,370,0.2092,0.2010,15.4958,0.634,0.599,0.550
chip_060_083_merged.tif,0.5944,371,0.2085,0.1653,15.5627,0.630,0.327,0.826
chip_108_405_merged.tif,0.5942,372,0.2390,0.1989,15.4587,0.803,0.583,0.397
chip_273_474_merged.tif,0.5930,373,0.2129,0.1719,15.5436,0.655,0.377,0.747
chip_250_446_merged.tif,0.5908,374,0.1773,0.2006,15.5378,0.454,0.595,0.723
chip_209_312_merged.tif,0.5905,375,0.1699,0.1735,15.5978,0.412,0.389,0.971
chip_109_424_merged.tif,0.5904,376,0.2104,0.2062,15.4818,0.641,0.638,0.493
chip_280_308_merged.tif,0.5898,377,0.1762,0.1687,15.5975,0.447,0.352,0.970
chip_144_472_merged.tif,0.5891,378,0.1906,0.2067,15.5069,0.529,0.642,0.596
chip_108_401_merged.tif,0.5890,379,0.2219,0.1907,15.4935,0.706,0.520,0.541
chip_093_355_merged.tif,0.5877,380,0.2297,0.1965,15.4713,0.750,0.564,0.449
chip_075_350_merged.tif,0.5876,381,0.2437,0.1718,15.4976,0.829,0.376,0.558
chip_230_303_merged.tif,0.5860,382,0.1469,0.1911,15.5935,0.282,0.523,0.953
chip_185_305_merged.tif,0.5835,383,0.1845,0.1999,15.5239,0.495,0.590,0.666
chip_032_183_merged.tif,0.5830,384,0.1610,0.1839,15.5853,0.361,0.468,0.919
chip_172_154_merged.tif,0.5825,385,0.2218,0.1899,15.4904,0.705,0.514,0.528
chip_302_301_merged.tif,0.5819,386,0.1740,0.1655,15.6006,0.435,0.328,0.983
chip_162_406_merged.tif,0.5816,387,0.2061,0.2021,15.4889,0.616,0.607,0.522
chip_113_420_merged.tif,0.5811,388,0.1728,0.2204,15.5003,0.428,0.747,0.569
chip_120_559_merged.tif,0.5809,389,0.1907,0.1842,15.5424,0.529,0.471,0.743
chip_047_106_merged.tif,0.5806,390,0.2202,0.1432,15.5775,0.696,0.158,0.887
chip_123_560_merged.tif,0.5800,391,0.2158,0.1731,15.5280,0.671,0.386,0.683
chip_214_307_merged.tif,0.5790,392,0.1337,0.1977,15.5942,0.207,0.574,0.956
chip_197_591_merged.tif,0.5774,393,0.1683,0.2000,15.5414,0.403,0.591,0.738
chip_194_261_merged.tif,0.5769,394,0.1920,0.1505,15.6001,0.537,0.214,0.980
chip_107_410_merged.tif,0.5760,395,0.2269,0.1881,15.4820,0.734,0.501,0.493
chip_341_499_merged.tif,0.5757,396,0.2132,0.2099,15.4603,0.657,0.666,0.404
chip_196_274_merged.tif,0.5749,397,0.1688,0.1703,15.5937,0.406,0.365,0.954
chip_181_264_merged.tif,0.5748,398,0.1841,0.1557,15.5999,0.492,0.253,0.980
chip_366_355_merged.tif,0.5740,399,0.1641,0.1969,15.5506,0.379,0.567,0.776
chip_180_284_merged.tif,0.5731,400,0.1822,0.1832,15.5502,0.481,0.463,0.775
chip_181_353_merged.tif,0.5726,401,0.2088,0.1909,15.4991,0.632,0.522,0.564
chip_105_427_merged.tif,0.5725,402,0.1752,0.2187,15.4940,0.442,0.733,0.543
chip_240_276_merged.tif,0.5703,403,0.1719,0.1749,15.5778,0.423,0.399,0.888
chip_146_340_merged.tif,0.5687,404,0.1955,0.1853,15.5250,0.556,0.479,0.671
chip_291_134_merged.tif,0.5684,405,0.2001,0.1570,15.5708,0.583,0.263,0.859
chip_106_409_merged.tif,0.5674,406,0.2410,0.1867,15.4590,0.814,0.489,0.398
chip_251_259_merged.tif,0.5669,407,0.1649,0.1885,15.5598,0.383,0.503,0.814
chip_194_296_merged.tif,0.5656,408,0.1832,0.1587,15.5888,0.487,0.276,0.934
chip_268_269_merged.tif,0.5648,409,0.1949,0.1440,15.5993,0.553,0.164,0.977
chip_285_307_merged.tif,0.5641,410,0.1531,0.1780,15.5934,0.317,0.423,0.953
chip_222_314_merged.tif,0.5640,411,0.1839,0.1523,15.5985,0.491,0.227,0.974
chip_230_302_merged.tif,0.5627,412,0.1505,0.1804,15.5913,0.302,0.442,0.944
chip_226_328_merged.tif,0.5626,413,0.1448,0.1914,15.5788,0.269,0.526,0.893
chip_234_295_merged.tif,0.5625,414,0.1518,0.1842,15.5824,0.309,0.471,0.908
chip_174_408_merged.tif,0.5619,415,0.2172,0.2025,15.4585,0.680,0.610,0.396
chip_177_428_merged.tif,0.5601,416,0.2233,0.2110,15.4332,0.714,0.674,0.292
chip_298_351_merged.tif,0.5594,417,0.2209,0.1626,15.5253,0.700,0.306,0.672
chip_206_401_merged.tif,0.5590,418,0.2390,0.1933,15.4434,0.803,0.540,0.334
chip_081_345_merged.tif,0.5586,419,0.1899,0.1805,15.5342,0.525,0.442,0.709
chip_111_595_merged.tif,0.5571,420,0.2196,0.1768,15.4992,0.693,0.414,0.564
chip_167_340_merged.tif,0.5565,421,0.2043,0.1942,15.4875,0.607,0.547,0.516
chip_253_263_merged.tif,0.5559,422,0.1544,0.1766,15.5883,0.324,0.412,0.932
chip_202_367_merged.tif,0.5555,423,0.2094,0.1830,15.5005,0.635,0.461,0.570
chip_166_411_merged.tif,0.5540,424,0.2102,0.2050,15.4577,0.640,0.629,0.393
chip_227_293_merged.tif,0.5531,425,0.1830,0.1610,15.5757,0.486,0.293,0.880
chip_202_324_merged.tif,0.5500,426,0.1748,0.1630,15.5810,0.440,0.309,0.902
chip_230_490_merged.tif,0.5495,427,0.2136,0.1799,15.4962,0.659,0.438,0.552
chip_091_253_merged.tif,0.5471,428,0.1912,0.1490,15.5822,0.532,0.202,0.907
chip_058_191_merged.tif,0.5454,429,0.1598,0.1649,15.5947,0.355,0.324,0.958
chip_232_293_merged.tif,0.5442,430,0.1343,0.1911,15.5805,0.210,0.523,0.899
chip_231_287_merged.tif,0.5435,431,0.1649,0.1585,15.5981,0.384,0.275,0.972
chip_134_316_merged.tif,0.5428,432,0.1632,0.1821,15.5564,0.374,0.454,0.800
chip_116_346_merged.tif,0.5424,433,0.2136,0.1679,15.5132,0.659,0.346,0.622
chip_204_390_merged.tif,0.5411,434,0.2441,0.1912,15.4274,0.832,0.524,0.268
chip_154_346_merged.tif,0.5410,435,0.1813,0.2098,15.4792,0.476,0.665,0.482
chip_186_265_merged.tif,0.5405,436,0.1545,0.1710,15.5871,0.325,0.370,0.927
chip_131_445_merged.tif,0.5396,437,0.2288,0.1831,15.4621,0.745,0.462,0.411
chip_165_403_merged.tif,0.5386,438,0.2151,0.1879,15.4714,0.668,0.498,0.450
chip_134_364_merged.tif,0.5360,439,0.2149,0.1807,15.4831,0.666,0.444,0.498
chip_242_336_merged.tif,0.5356,440,0.1751,0.1487,15.5965,0.441,0.200,0.966
chip_148_469_merged.tif,0.5347,441,0.2263,0.1891,15.4510,0.731,0.508,0.365
chip_351_393_merged.tif,0.5335,442,0.1575,0.1942,15.5352,0.341,0.546,0.713
chip_253_260_merged.tif,0.5320,443,0.1631,0.1655,15.5794,0.373,0.328,0.895
chip_099_310_merged.tif,0.5313,444,0.1988,0.1731,15.5159,0.575,0.386,0.633
chip_152_240_merged.tif,0.5262,445,0.1825,0.1995,15.4856,0.483,0.587,0.508
chip_228_314_merged.tif,0.5243,446,0.1488,0.2024,15.5252,0.292,0.609,0.671
chip_250_270_merged.tif,0.5239,447,0.1448,0.1674,15.5950,0.270,0.342,0.960
chip_103_320_merged.tif,0.5217,448,0.1783,0.1774,15.5289,0.459,0.419,0.687
chip_236_284_merged.tif,0.5214,449,0.1646,0.1562,15.5867,0.382,0.257,0.925
chip_116_448_merged.tif,0.5209,450,0.2196,0.1839,15.4596,0.693,0.469,0.401
chip_175_432_merged.tif,0.5188,451,0.2031,0.1990,15.4530,0.599,0.583,0.374
chip_130_159_merged.tif,0.5169,452,0.1436,0.1662,15.5939,0.263,0.333,0.955
chip_106_413_merged.tif,0.5152,453,0.2251,0.1947,15.4281,0.724,0.550,0.271
chip_220_184_merged.tif,0.5105,454,0.1757,0.1444,15.5853,0.445,0.167,0.919
chip_216_454_merged.tif,0.5104,455,0.2004,0.1837,15.4788,0.584,0.467,0.480
chip_210_466_merged.tif,0.5082,456,0.2234,0.1810,15.4507,0.714,0.446,0.364
chip_169_407_merged.tif,0.4998,457,0.2158,0.1958,15.4276,0.672,0.559,0.269
chip_318_344_merged.tif,0.4972,458,0.1892,0.1531,15.5411,0.521,0.233,0.737
chip_257_265_merged.tif,0.4966,459,0.1718,0.1420,15.5850,0.423,0.149,0.918
chip_213_456_merged.tif,0.4915,460,0.1904,0.1891,15.4688,0.528,0.508,0.439
chip_244_335_merged.tif,0.4915,461,0.1649,0.1406,15.5933,0.383,0.139,0.952
chip_042_092_merged.tif,0.4895,462,0.1224,0.1825,15.5728,0.143,0.457,0.868
chip_119_126_merged.tif,0.4892,463,0.1482,0.1734,15.5539,0.289,0.389,0.790
chip_213_391_merged.tif,0.4889,464,0.2170,0.1850,15.4380,0.678,0.477,0.312
chip_260_484_merged.tif,0.4886,465,0.1901,0.2005,15.4460,0.526,0.595,0.345
chip_145_372_merged.tif,0.4874,466,0.1966,0.1620,15.5075,0.563,0.301,0.598
chip_194_257_merged.tif,0.4862,467,0.1522,0.1481,15.5931,0.312,0.195,0.952
chip_105_319_merged.tif,0.4790,468,0.1665,0.1721,15.5239,0.393,0.378,0.666
chip_217_287_merged.tif,0.4773,469,0.1632,0.1396,15.5873,0.374,0.130,0.928
chip_177_265_merged.tif,0.4760,470,0.1707,0.1357,15.5831,0.416,0.101,0.911
chip_252_279_merged.tif,0.4754,471,0.1596,0.1558,15.5609,0.353,0.254,0.819
chip_249_270_merged.tif,0.4744,472,0.1353,0.1598,15.5860,0.216,0.285,0.922
chip_213_282_merged.tif,0.4738,473,0.1201,0.1743,15.5797,0.130,0.395,0.897
chip_284_263_merged.tif,0.4713,474,0.1684,0.1267,15.5996,0.403,0.032,0.978
chip_312_433_merged.tif,0.4707,475,0.1987,0.2022,15.4180,0.575,0.608,0.229
chip_053_176_merged.tif,0.4575,476,0.1632,0.1605,15.5343,0.374,0.290,0.709
chip_145_156_merged.tif,0.4559,477,0.2050,0.1875,15.4259,0.610,0.496,0.262
chip_299_453_merged.tif,0.4548,478,0.1595,0.1779,15.5051,0.353,0.423,0.589
chip_059_190_merged.tif,0.4515,479,0.1451,0.1453,15.5829,0.271,0.174,0.909
chip_377_349_merged.tif,0.4492,480,0.1658,0.1735,15.5007,0.388,0.389,0.570
chip_239_277_merged.tif,0.4463,481,0.1392,0.1589,15.5619,0.238,0.278,0.823
chip_148_413_merged.tif,0.4429,482,0.2060,0.1838,15.4218,0.616,0.468,0.245
chip_311_469_merged.tif,0.4340,483,0.1954,0.1908,15.4169,0.556,0.521,0.225
chip_171_431_merged.tif,0.4325,484,0.1968,0.2079,15.3823,0.564,0.651,0.082
chip_218_293_merged.tif,0.4308,485,0.1358,0.1463,15.5786,0.219,0.182,0.892
chip_167_411_merged.tif,0.4301,486,0.1789,0.1875,15.4429,0.463,0.496,0.332
chip_196_291_merged.tif,0.4249,487,0.1559,0.1559,15.5291,0.332,0.255,0.687
chip_252_264_merged.tif,0.4207,488,0.1580,0.1441,15.5449,0.345,0.165,0.753
chip_257_268_merged.tif,0.4141,489,0.1399,0.1325,15.5863,0.242,0.077,0.924
chip_230_282_merged.tif,0.4098,490,0.1271,0.1620,15.5462,0.170,0.301,0.758
chip_064_067_merged.tif,0.4095,491,0.0972,0.1814,15.5513,0.000,0.449,0.779
chip_239_281_merged.tif,0.4026,492,0.1330,0.1726,15.5134,0.203,0.382,0.623
chip_282_263_merged.tif,0.3948,493,0.1400,0.1263,15.5836,0.243,0.030,0.912
chip_213_290_merged.tif,0.3877,494,0.1215,0.1388,15.5808,0.138,0.125,0.901
chip_279_265_merged.tif,0.3736,495,0.1720,0.1225,15.5315,0.423,0.000,0.698
chip_233_289_merged.tif,0.3619,496,0.1243,0.1443,15.5481,0.153,0.166,0.766
chip_281_270_merged.tif,0.3600,497,0.1191,0.1324,15.5756,0.124,0.076,0.880
chip_271_267_merged.tif,0.3595,498,0.1397,0.1307,15.5504,0.241,0.063,0.775
chip_282_562_merged.tif,0.3593,499,0.1760,0.2053,15.3624,0.446,0.631,0.000
chip_105_452_merged.tif,0.3114,500,0.1958,0.1523,15.3985,0.558,0.227,0.149
